STATION_ID,STATION_Name,STATION_PRO,STATION_TYPE,STATION_LNG,STATION_LAT,DATA_FROM_SOURCE
G0065610080090,西安北收费站,shaanxi,MAIN_LINE_PLAZA,108.974531,34.494459,0
G0512510010020,彭山收费站,sichuan,RAMP_PLAZA,103.852603,30.209628,0
G0512510010080,乐山收费站,sichuan,RAMP_PLAZA,103.703624,29.584818,0
G0005510070060,西木收费站,sichuan,RAMP_PLAZA,102.188723,27.744083,0
G0005510060030,龙苍沟收费站,sichuan,RAMP_PLAZA,102.838756,29.701767,0
G0080530020010,阿三龙收费站,yunnan,RAMP_PLAZA,103.648218,23.801948,0
G8011530020030,蛮耗收费站,yunnan,RAMP_PLAZA,103.404158,22.990157,0
G8011530010020,雨洒收费站,yunnan,RAMP_PLAZA,103.2668,23.770127,0
G0070360010060,德安收费站,jiangxi,RAMP_PLAZA,115.750854,29.314487,0
G0016150020010,阿其乌拉出口,neimenggu,,116.715476,43.501975,0
S9902130010020,机场收费站,hebei,RAMP_PLAZA,114.671485,38.280218,0
G04W2440020010,清远西收费站,guangdong,MAIN_LINE_PLAZA,113.023031,23.660808,0
G0078440020010,梅南收费站,guangdong,RAMP_PLAZA,116.078827,24.138026,0
G0094440010020,芙蓉嶂收费站,guangdong,MAIN_LINE_PLAZA,113.243307,23.492674,0
G1111230020020,绥化东收费站,heilongjiang,MAIN_LINE_PLAZA,127.041063,46.678983,0
G0010230030040,肇东收费站,heilongjiang,RAMP_PLAZA,125.936107,46.044611,0
S0026330010110,磐安收费站,zhejiang,MAIN_LINE_PLAZA,120.425147,28.974368,0
S0032310010060,嘉闵高架路收费站,shanghai,RAMP_PLAZA,121.392719,31.038331,0
S0011120010010,涧河收费站,tianjin,PROVINCE_STATION_COMMON,118.06003,39.22797,2
S0411530010010,腰站街收费站,yunnan,RAMP_PLAZA,101.648396,25.091922,0
G0056530120020,芒市收费站,yunnan,RAMP_PLAZA,98.575821,24.474689,0
G8511530060060,勐腊北收费站,yunnan,,101.534648,21.476984,0
G0080530040040,珠街收费站,yunnan,RAMP_PLAZA,104.936243,23.747713,0
G8511530040020,宁洱收费站,yunnan,RAMP_PLAZA,101.071815,23.031264,0
S0033530010020,北城收费站,yunnan,RAMP_PLAZA,102.550418,24.455615,0
G0326530010010,施家屯收费站,yunnan,MAIN_LINE_PLAZA,103.866026,25.723846,0
G0015320020020,灌云东收费站,jiangsu,RAMP_PLAZA,119.500449,34.320002,0
G0015320030110,丁堰收费站,jiangsu,RAMP_PLAZA,120.682564,32.349338,0
S0038320030020,嘉泽收费站,jiangsu,RAMP_PLAZA,119.727525,31.665367,0
G9999459998010,收费站A收费站,guangxi,PROVINCE_STATION_COMMON,,,3
S0003340010020,狸桥收费站,anhui,RAMP_PLAZA,118.962851,31.210058,0
G0015310010020,嘉西收费站,shanghai,RAMP_PLAZA,121.216009,31.367156,0
S0032310010080,朱枫公路收费站,shanghai,RAMP_PLAZA,121.028643,30.949032,0
G0050310010080,沪苏收费站,shanghai,PROVINCE_STATION_COMMON,121.657508,31.663698,0
G0002310010030,安亭汽车城收费站,shanghai,PROVINCE_STATION_COMMON,121.164854,31.270669,0
S0011650010050,滋泥泉子收费站,xinjiang,RAMP_PLAZA,88.716635,44.148558,0
S0201650010030,新湖收费站,xinjiang,MAIN_LINE_PLAZA,86.155933,44.522714,0
G0065500040010,黄草收费站,chongqing,RAMP_PLAZA,107.942291,29.328557,0
G0055140460030,高平收费站,shanxi,RAMP_PLAZA,112.953566,35.7698,0
S0086140680050,沁水西收费站,shanxi,RAMP_PLAZA,112.063668,35.663385,0
S0080140630030,胡底收费站,shanxi,RAMP_PLAZA,112.671221,35.71158,0
S0045140230020,昔阳收费站,shanxi,RAMP_PLAZA,113.777021,37.630106,0
S0045140230030,和顺北收费站,shanxi,RAMP_PLAZA,113.660829,37.371727,0
S0045140230040,左权北收费站,shanxi,RAMP_PLAZA,113.415108,37.134827,0
G0060360280040,丰厚收费站,jiangxi,RAMP_PLAZA,115.804385,28.423023,0
G0056360290010,狮子收费站,jiangxi,RAMP_PLAZA,115.833696,29.592293,0
G0072360300030,宁都收费站,jiangxi,RAMP_PLAZA,115.976161,26.378335,0
G0094440060050,华为南收费站,guangdong,RAMP_PLAZA,114.049882,22.660339,1
S0023440010080,水口收费站,guangdong,RAMP_PLAZA,114.527067,23.11846,0
G0050340080020,安庆收费站,anhui,RAMP_PLAZA,117.076759,30.570197,0
G0035340020030,南照收费站,anhui,RAMP_PLAZA,115.985636,32.625468,0
S0017340020030,长丰南收费站,anhui,RAMP_PLAZA,117.135474,32.376514,0
G0035340060030,香隅收费站,anhui,MAIN_LINE_PLAZA,116.863349,30.075553,0
G0003340030010,滨湖新区收费站,anhui,RAMP_PLAZA,117.262027,31.720737,0
G0040340020020,龙塘收费站,anhui,RAMP_PLAZA,117.421472,31.825766,0
G2211610020010,招安收费站,shaanxi,RAMP_PLAZA,109.162584,36.831546,0
G7011610020120,五郎坪收费站,shaanxi,RAMP_PLAZA,106.369867,33.306654,0
S0032610010010,榆林东收费站,shaanxi,MAIN_LINE_PLAZA,109.811182,38.3018,0
S0032610010020,麻黄梁收费站,shaanxi,RAMP_PLAZA,109.939168,38.362372,0
S0038320010020,常熟北收费站,jiangsu,RAMP_PLAZA,120.764452,31.728079,0
S0038320010050,新桥南收费站,jiangsu,RAMP_PLAZA,120.49537,31.806881,0
S0068320010010,高淳新区收费站,jiangsu,RAMP_PLAZA,118.933995,31.382522,0
S0069320010040,沛县收费站,jiangsu,RAMP_PLAZA,116.889821,34.645372,0
G8511530010070,富有收费站,yunnan,RAMP_PLAZA,102.756126,24.728131,0
G6517450010070,百丈收费站,guangxi,RAMP_PLAZA,109.919267,23.939729,0
G050S500010020,高家镇收费站,chongqing,RAMP_PLAZA,107.8448,29.983368,0
S0101500040030,永城收费站,chongqing,RAMP_PLAZA,106.830035,29.006317,0
S0022360450010,温泉收费站,jiangxi,RAMP_PLAZA,115.881274,29.399207,0
G6011360500040,宁都西收费站,jiangxi,RAMP_PLAZA,115.897064,26.448233,0
S0041360520030,仙下收费站,jiangxi,RAMP_PLAZA,115.574208,26.092413,0
G6011360700020,兴国南收费站,jiangxi,RAMP_PLAZA,115.367783,26.251155,0
S0032360560020,修水西收费站,jiangxi,RAMP_PLAZA,114.434298,29.035781,0
G0006630020040,海东收费站,qinghai,RAMP_PLAZA,101.96913,36.545254,0
G0094440040040,横栏收费站,guangdong,RAMP_PLAZA,113.223138,22.582284,0
S0081440010050,广花收费站,guangdong,RAMP_PLAZA,113.257949,23.162259,0
S0016440020030,机场收费站,guangdong,RAMP_PLAZA,113.284843,23.351205,0
G0015320020030,灌南东收费站,jiangsu,RAMP_PLAZA,119.586048,34.256007,0
S0071430020090,毛田收费站,hunan,RAMP_PLAZA,112.095474,27.665719,0
G0078530010070,云南罗平收费站,yunnan,MAIN_LINE_PLAZA,104.507568,25.032216,0
S0029440010060,清溪湖收费站,guangdong,RAMP_PLAZA,114.17842,22.855804,0
S0014440060030,机场南收费站,guangdong,RAMP_PLAZA,110.552867,21.453574,0
S0014440060070,廉江东收费站,guangdong,RAMP_PLAZA,110.319341,21.558369,0
S0014440050100,石鼓收费站,guangdong,RAMP_PLAZA,110.765487,21.768577,0
S0013440010090,前詹收费站,guangdong,MAIN_LINE_PLAZA,116.214754,22.592068,1
S0062520010010,余庆收费站,guizhou,RAMP_PLAZA,107.882607,27.212622,0
G0076520060030,榕江收费站,guizhou,RAMP_PLAZA,108.500738,25.900594,0
G0076520060050,从江北收费站,guizhou,RAMP_PLAZA,108.850106,25.892178,0
S0015520030060,锦屏收费站,guizhou,RAMP_PLAZA,109.186506,26.669152,0
S0030520010080,黄平纸房收费站,guizhou,RAMP_PLAZA,107.736296,27.182051,0
G0060520060050,岗乌收费站,guizhou,RAMP_PLAZA,105.35391,25.925012,0
G0075520020080,久长收费站,guizhou,RAMP_PLAZA,106.692013,26.924697,0
G4215520010070,习水收费站,guizhou,RAMP_PLAZA,106.210238,28.298684,0
G0076520040030,东门桥收费站,guizhou,RAMP_PLAZA,106.487037,26.555898,0
G0056520010050,江口收费站,guizhou,RAMP_PLAZA,108.848395,27.71333,0
G0056520010070,梵净山西收费站,guizhou,RAMP_PLAZA,108.573479,27.814446,0
G0056520010100,思南东收费站,guizhou,RAMP_PLAZA,108.267001,27.957166,0
S0003520010010,兴东收费站,guizhou,RAMP_PLAZA,105.824053,26.262833,0
G0069520020040,洗马收费站,guizhou,RAMP_PLAZA,107.508768,27.959573,0
G0015440030110,达濠收费站,guangdong,RAMP_PLAZA,116.703165,23.290568,0
G0055440030060,四会西收费站,guangdong,RAMP_PLAZA,112.65188,23.383629,0
G0004440030150,东莞收费站,guangdong,RAMP_PLAZA,113.706304,22.972885,0
S0032440011010,金门收费站,guangdong,RAMP_PLAZA,113.109399,22.220317,0
G0075440010080,沙坡收费站,guangdong,RAMP_PLAZA,110.21996,21.344016,1
G0004440020140,机场收费站,guangdong,RAMP_PLAZA,113.284843,23.351205,0
S0014440010030,棉洋收费站,guangdong,RAMP_PLAZA,115.677804,23.593789,0
S0051440020020,阳春南收费站,guangdong,RAMP_PLAZA,111.75062,22.092842,0
S0060410010030,睢县东收费站,henan,RAMP_PLAZA,115.103826,34.364582,0
S0089410010010,尉氏西收费站,henan,RAMP_PLAZA,114.064887,34.42566,0
G4012340010010,皖苏郎溪主线收费站,anhui,RAMP_PLAZA,119.297465,31.21949,0
S0001510020100,彭州收费站,sichuan,RAMP_PLAZA,103.993551,30.986554,0
S0066510010090,自流井区舒坪收费站,sichuan,RAMP_PLAZA,104.709687,29.279543,0
S0403230010060,大个岭收费站,heilongjiang,RAMP_PLAZA,127.584704,45.571087,0
G0010230050020,海林收费站,heilongjiang,RAMP_PLAZA,129.409293,44.604373,0
G0011230030010,牡丹江南收费站,heilongjiang,RAMP_PLAZA,129.576651,44.514169,0
G1011230020020,四马架收费站,heilongjiang,RAMP_PLAZA,130.642371,46.773101,0
G0010230060010,磨刀石收费站,heilongjiang,RAMP_PLAZA,129.868961,44.554293,0
G0003320010010,苏鲁省界收费站,jiangsu,PROVINCE_STATION_COMMON,119.24695,35.098124,0
G0015320010030,海头收费站,jiangsu,RAMP_PLAZA,119.144607,34.959706,0
S0999340010010,芜湖收费站,anhui,MAIN_LINE_PLAZA,118.37485,31.386927,0
G0069500020010,曹家收费站,chongqing,RAMP_PLAZA,108.023261,30.153086,0
G0025350020020,沙县收费站,fujian,MAIN_LINE_PLAZA,117.775642,26.397991,0
S0010350030030,延平赤门收费站,fujian,MAIN_LINE_PLAZA,118.440026,26.596291,0
S0012350010030,仙游盖尾收费站,fujian,MAIN_LINE_PLAZA,118.791399,25.383466,0
S0012350010040,莆田华亭收费站,fujian,MAIN_LINE_PLAZA,118.90103,25.383583,0
G0015350010110,福安收费站,fujian,MAIN_LINE_PLAZA,119.666667,27.06272,0
S0311350030020,里心收费站,fujian,MAIN_LINE_PLAZA,116.678256,26.84626,0
S0002440010050,永汉收费站,guangdong,RAMP_PLAZA,113.997355,23.560405,0
S0209440020030,神龙收费站,guangdong,RAMP_PLAZA,114.094722,22.618175,0
G5013510010110,安岳收费站,sichuan,RAMP_PLAZA,105.268747,30.007326,0
G0093510070090,苏稽收费站,sichuan,RAMP_PLAZA,103.669221,29.566103,0
G5012510020090,兴文收费站,sichuan,RAMP_PLAZA,106.89906,31.843464,0
S0002517570030,南江南收费站,sichuan,RAMP_PLAZA,106.816349,32.294786,0
G001N130050020,齐心庄收费站,hebei,RAMP_PLAZA,116.945019,39.992312,0
G0004130020180,临漳收费站,hebei,PROVINCE_STATION_INDEPENDENT,114.395553,36.235205,0
S0003130010060,大城收费站,hebei,RAMP_PLAZA,116.564619,38.702425,0
G0045130030030,牛驼收费站,hebei,RAMP_PLAZA,116.300567,39.231774,0
S0105130010010,唐山东收费站,hebei,RAMP_PLAZA,118.294909,39.675268,0
G0025130040050,党峪收费站,hebei,RAMP_PLAZA,118.034092,39.967915,0
G0111130010030,抚宁南收费站,hebei,RAMP_PLAZA,119.273914,39.798308,0
G001N130030030,清东陵收费站,hebei,MAIN_LINE_PLAZA,117.725147,40.115271,0
G0095130060020,黄帝城收费站,hebei,RAMP_PLAZA,115.319491,40.153712,0
G0020130010040,南宫收费站,hebei,RAMP_PLAZA,115.32922,37.337162,0
S0032130010040,东城收费站,hebei,RAMP_PLAZA,114.520141,40.205562,0
S0010130030030,蔚县东收费站,hebei,RAMP_PLAZA,114.709868,39.900837,0
G0050500040020,古佛收费站,chongqing,RAMP_PLAZA,107.04184,29.831227,0
S0013130010050,河间北收费站,hebei,RAMP_PLAZA,116.088033,38.50128,0
S0055520050030,双堡收费站,guizhou,RAMP_PLAZA,106.172536,26.177864,0
S0055520050040,杨武收费站,guizhou,RAMP_PLAZA,106.162038,26.051976,0
G2511150010040,孝庄园收费站,neimenggu,RAMP_PLAZA,121.999704,43.955115,0
G0016150030020,巴林收费站,neimenggu,RAMP_PLAZA,118.636656,43.267742,0
G0016150040050,赤峰南收费站,neimenggu,,118.934882,42.214084,0
G5511150020040,扎赉特收费站,neimenggu,RAMP_PLAZA,122.672628,46.738158,0
G0094440040060,外海收费站,guangdong,RAMP_PLAZA,113.162193,22.56907,0
G0030620010030,桃花坪收费站,gansu,RAMP_PLAZA,106.591163,34.336218,0
S0017620010010,收费站(金阿高速,gansu,,102.25476,38.635229,0
S0026510010090,石海收费站,sichuan,RAMP_PLAZA,105.247217,28.27761,0
S0026510020030,古蔺收费站,sichuan,RAMP_PLAZA,105.76996,28.037438,0
S4203510010080,黑龙滩收费站,sichuan,RAMP_PLAZA,104.062322,30.15131,0
G0085640010040,太阳山收费站,ningxia,MAIN_LINE_PLAZA,106.617121,37.547581,0
G0059450020070,南康收费站,guangxi,RAMP_PLAZA,109.48566,21.603444,0
G0078450080090,隆林收费站,guangxi,RAMP_PLAZA,105.516227,24.741836,0
S0031450020020,太阳村收费站,guangxi,RAMP_PLAZA,109.252092,24.361534,0
S0052450030020,上林收费站,guangxi,RAMP_PLAZA,108.600882,23.540931,0
S0052450030040,古零收费站,guangxi,RAMP_PLAZA,108.375173,23.598124,0
G7212450040050,龙门收费站,guangxi,RAMP_PLAZA,109.485424,22.188413,0
S2201450010030,桂林高新收费站,guangxi,RAMP_PLAZA,110.384462,25.207614,0
G0070350020010,万安收费站,fujian,MAIN_LINE_PLAZA,117.431598,26.882286,0
G0072350010040,码头收费站,fujian,MAIN_LINE_PLAZA,118.330814,25.201274,0
G1517350020010,明溪收费站,fujian,MAIN_LINE_PLAZA,117.255192,26.325903,0
G0042500040090,云台收费站,chongqing,RAMP_PLAZA,107.235161,30.128453,0
G4215520010090,火石岗收费站,guizhou,RAMP_PLAZA,106.422971,28.073851,0
G0056520020010,温泉收费站,guizhou,RAMP_PLAZA,108.151972,28.050446,0
S0079520010020,青场收费站,guizhou,RAMP_PLAZA,105.042061,27.350479,0
G4215510020020,新场收费站,sichuan,RAMP_PLAZA,104.547723,29.610069,0
G0065510020110,四川收费站,sichuan,PROVINCE_STATION_INDEPENDENT,105.977616,28.930772,0
G4215510020080,威远西收费站,sichuan,RAMP_PLAZA,104.611908,29.509951,0
G0003350010040,临江收费站,fujian,MAIN_LINE_PLAZA,118.456207,27.812211,0
G4215510010050,文宫收费站,sichuan,RAMP_PLAZA,104.183063,30.164137,0
S0002510030030,八角收费站,sichuan,RAMP_PLAZA,105.625281,31.1704,0
G0075510010010,观音收费站,sichuan,PROVINCE_STATION_COMMON,105.476942,32.520092,0
G4215510030090,四川收费站,sichuan,PROVINCE_STATION_INDEPENDENT,105.715921,28.598461,0
G0045440010110,米埗收费站,guangdong,RAMP_PLAZA,113.664847,23.69462,0
G04W3440011040,沙口收费站,guangdong,RAMP_PLAZA,113.513314,24.423004,0
G0050500040060,复盛收费站,chongqing,RAMP_PLAZA,106.801845,29.642375,0
G0042500040110,长寿收费站,chongqing,RAMP_PLAZA,107.084162,29.85011,0
G0076520050010,秦祺收费站,guizhou,RAMP_PLAZA,106.779665,26.499414,0
S0051440010010,围底收费站,guangdong,RAMP_PLAZA,111.679641,22.704425,0
S0032110010130,南太务收费站,beijing,RAMP_PLAZA,117.198103,40.13369,0
S0032110010070,薛家庄收费站,beijing,RAMP_PLAZA,116.925282,40.063373,0
S0032110010040,沿河收费站,beijing,RAMP_PLAZA,116.708068,40.038805,0
S0011110030090,司马台收费站,beijing,PROVINCE_STATION_INDEPENDENT,117.25639,40.634961,0
S0011110020060,中影杨宋收费站,beijing,RAMP_PLAZA,116.671749,40.273685,0
S0011110020050,怀柔收费站,beijing,RAMP_PLAZA,116.639525,40.278572,0
S0011110030020,辛安庄收费站,beijing,RAMP_PLAZA,116.968065,40.396674,0
G4501110040050,阎村收费站,beijing,RAMP_PLAZA,116.11152,39.724009,0
G0045110010050,金华寺收费站,beijing,RAMP_PLAZA,116.345049,39.745193,0
G0006110010080,小汤山收费站,beijing,RAMP_PLAZA,116.259273,40.144427,0
G0004110010080,琉璃河收费站,beijing,RAMP_PLAZA,116.059474,39.597244,0
G0001110010050,郎府收费站,beijing,RAMP_PLAZA,116.845294,39.801001,0
G0055410070050,龙堰收费站,henan,,112.098433,32.580046,0
G3001410010020,科学大道收费站,henan,RAMP_PLAZA,113.458425,34.809181,0
G3001410010050,陇海西路收费站,henan,RAMP_PLAZA,113.483224,34.726329,0
G0001210040010,沈阳西收费站,liaoning,RAMP_PLAZA,123.263289,41.798171,0
G0001210040040,茨榆坨收费站,liaoning,RAMP_PLAZA,122.851246,41.57891,0
G0001210040050,辽中收费站,liaoning,RAMP_PLAZA,122.742172,41.53535,0
G0001210060070,绥中收费站,liaoning,RAMP_PLAZA,120.31766,40.337895,0
G0011210010090,宽甸收费站,liaoning,RAMP_PLAZA,124.7404,40.736259,0
G0011210010060,青山沟收费站,liaoning,RAMP_PLAZA,125.105351,41.04002,0
G0011210020040,大孤山收费站,liaoning,RAMP_PLAZA,123.594073,39.931743,0
G0011210020080,庄河东收费站,liaoning,RAMP_PLAZA,122.957568,39.737302,0
G0011210040030,十里岗北收费站,liaoning,RAMP_PLAZA,121.76058,39.072004,0
G0015210010020,苏家屯南收费站,liaoning,RAMP_PLAZA,123.321053,41.627579,0
G0015210010070,辽阳县收费站,liaoning,RAMP_PLAZA,122.99817,41.229151,0
G0015210010110,汤岗子收费站,liaoning,RAMP_PLAZA,122.799811,41.043302,0
G0015210010130,海城收费站,liaoning,RAMP_PLAZA,122.669923,40.893123,0
G0016210050020,牌楼收费站,liaoning,RAMP_PLAZA,122.803289,40.751452,0
G0016210050080,洋河收费站,liaoning,RAMP_PLAZA,123.425731,40.05958,0
G1113210030020,雪莲街收费站,liaoning,RAMP_PLAZA,123.393411,41.710132,0
G1113210070060,五龙背收费站,liaoning,RAMP_PLAZA,124.231747,40.226342,0
G2512210010060,双羊收费站,liaoning,RAMP_PLAZA,121.288377,41.129291,0
S0002210020010,沈北新区收费站,liaoning,RAMP_PLAZA,123.534076,42.095287,0
S0017210010040,金家收费站,liaoning,RAMP_PLAZA,123.735757,42.832503,0
G4215510010060,仁寿收费站,sichuan,RAMP_PLAZA,104.2147,30.021705,0
G0076510010080,球溪收费站,sichuan,RAMP_PLAZA,104.620248,29.930507,0
G5012510030030,白水收费站,sichuan,RAMP_PLAZA,106.026149,32.25494,0
